,carat,cut,price,x,y,z
573,1.01,Ideal,5375,6.41,6.38,4.02
574,0.31,ideal,,4.32,4.3,2.69
575,0.7,Very Good,3239,5.7,5.74,0
576,0.7,Very Good,2230,5.66,5.7,3.5
577,0.51,Premium,,5.24,5.21,3.11
578,0.53,Ideal,2860,,5.2,3.2
579,0.91,Very Good,3531,6.27,6.32,3.78
580,1.52,Fair,7702,7.7,7.62,4.31
581,,Ideal,6426,6.63,,4.02
582,0.63,Ideal,1423,5.51,5.54,3.43
583,0.74,Ideal,3454,5.79,5.81,3.59
584,0.85,Fair,1324,6.2,6,3.73
585,0.5,Very Good,1987,5.16,5.11,3.06
586,0.51,Ideal,1687,5.48,5.18,3.16
587,1.7,Very Good,11431,7.76,7.83,4.75
588,0.48,Fair,1215,4.94,4.92,3.2
589,1.24,Premium,5382,,6.95,4.18
590,0.42,Ideal,1087,4.83,4.8,2.97
591,0.77,Ideal,3066,5.9,5.93,3.63
592,1.01,Good,3620,6.3,6.21,3.98
593,0.31,Premium,639,4.49,4.42,2.59
594,0.3,Ideal,776,4.32,4.28,2.67
595,1.21,Good,5252,,6.71,4.18
596,0.3,Ideal,408,4.41,4.43,2.65
597,2.02,Very Good,16179,8.09,8.18,5.14
598,1.01,Very Good,4890,6.39,6.43,3.83
599,0.61,Ideal,2659,5.42,5.46,3.39
600,0.3,Very Good,427,4.33,4.38,2.66
601,1.38,Very Good,6494,7.06,7.11,4.44
602,0.73,Ideal,3255,5.76,5.81,3.58
603,1.23,Ideal,6449,,6.88,4.26
604,1.21,Very Good,4929,,6.97,4.16
605,0.56,Very Good,1408,5.32,,3.26
606,0.57,Premium,1728,5.28,5.23,3.3
607,0.52,Ideal,1042,5.28,5.31,3.16
608,0.7,Ideal,1702,5.74,5.77,3.54
609,0.4,Ideal,1172,4.72,4.74,2.92
610,1.66,Premium,9882,-22,7.58,4.73
611,0.34,Premium,803,4.54,4.5,2.72
612,1.01,Premium,8319,6.46,6.42,3.98
613,0.7,Ideal,2670,5.65,5.7,3.55
614,1.06,Very Good,5520,6.51,6.42,4.1
615,1.2,Ideal,13597,6.83,6.78,4.19
616,0.58,Ideal,1600,5.3,5.34,3.32
617,0.32,Ideal,421,4.35,4.38,2.73
618,0.74,Good,2824,5.73,5.75,3.62
619,0.26,ideal,769,4.1,4.08,2.52
620,1.06,Ideal,3977,6.61,6.59,4
621,0.41,Ideal,904,4.75,4.71,2.97
622,1.01,Ideal,4129,6.47,6.43,3.98
623,1.5,Good,8161,7.12,7.16,4.49
624,0.62,Ideal,2562,5.51,5.54,3.37
625,0.38,Premium,812,4.68,4.62,2.84
626,0.53,Ideal,1743,5.27,5.3,3.2
627,1.78,Premium,11262,7.93,7.87,4.67
628,0.71,Very Good,2375,5.74,5.69,3.54
629,,Premium,14184,8.11,8.06,5.08
630,1.14,Premium,5273,6.68,,4.19
631,0.34,Ideal,1014,4.48,4.52,2.79
632,0.62,Ideal,1934,5.49,5.51,3.39
633,0.26,Ideal,769,4.11,4.1,2.56
634,,Premium,5105,6.62,6.58,3.91
635,1.05,Ideal,5436,6.48,6.5,4.03
636,0.55,Ideal,2220,5.26,5.29,3.24
637,1.14,Ideal,5146,6.68,6.73,4.13
638,0.91,Very Good,3664,6.2,6.26,3.8
639,0.9,PREMIUM,3398,,6.21,3.82
640,0.58,Ideal,2006,5.35,5.39,3.31
641,0.3,Ideal,605,4.3,,2.66
642,0.82,Very Good,2954,5.97,5.95,3.76
643,1.02,Very Good,6785,6.45,6.51,3.97
644,0.71,Ideal,2893,5.73,5.75,3.53
645,1.25,Very Good,7414,7,,4.23
646,0.5,FAIR,727,5.01,4.97,3.24
647,0.7,Very Good,1999,5.65,5.62,3.58
648,0.33,Ideal,1002,4.54,4.5,2.74
649,0.61,Ideal,1706,5.4,,3.36
650,0.72,Ideal,2976,0,5.85,0
651,0.4,Ideal,1043,4.73,4.76,2.96
652,0.4,Ideal,772,4.68,4.71,2.91
653,0.56,Premium,1819,5.22,5.3,3.28
654,,Very Good,3918,6.08,,3.89
655,2.06,IDEAL,15970,8.19,8.09,5.1
656,1.24,Ideal,5451,6.83,6.8,4.28
657,0.38,Ideal,873,4.7,4.73,2.86
658,0.31,Ideal,802,4.38,4.35,2.7
659,0.37,Ideal,1292,4.6,4.59,2.85
660,1.1,Premium,4312,6.73,6.69,4.05
661,1.5,Premium,9954,7.48,7.43,0
662,0.31,,635,4.38,4.4,2.72
663,,Good,787,4.63,4.67,2.95
664,0.31,Ideal,924,4.34,4.39,2.69
665,0.23,Good,537,3.94,,2.5
666,1.72,463784638,17765,7.86,7.82,4.66
667,,,827,,,
668,0.35,Ideal,747,4.51,4.55,2.82
669,0.3,Very Good,684,4.28,4.32,2.71
670,1.09,Very Good,10663,6.63,6.69,4.07
671,0.29,Good,617,4.19,4.23,2.64
672,1.54,Premium,8917,7.4,7.34,4.55
673,1.1,Very Good,4689,6.5,6.54,4.11
674,0.3,Premium,776,4.35,,2.63
675,0.4,Premium,966,4.76,4.74,2.94
676,0.73,Very Good,3288,5.83,5.86,3.59
677,0.34,Ideal,974,4.48,4.5,0
678,1.07,Premium,5561,6.68,6.72,3.99
679,1.07,Very Good,6610,6.65,6.76,3.93
680,0.3,Premium,394,4.27,4.32,2.69
681,0.3,Ideal,862,4.27,4.29,2.66
682,0.31,Ideal,988,4.39,4.34,2.69
683,0.6,Good,1378,5.42,5.49,3.28
684,0.34,Ideal,961,817,4.49,2.82
685,2.01,Very Good,13691,7.98,8.07,4.96
686,0.74,Premium,3461,5.79,5.77,3.6
687,0.9,Good,5001,6.1,6.11,3.88
688,0.25,Very Good,548,4.08,4.12,2.53
689,0.33,Premium,780,4.46,4.41,2.68
690,1.62,Premium,8183,7.52,7.44,4.64
691,0.3,Very Good,540,4.31,4.27,2.72
692,,Good,755,4.69,4.73,2.99
693,0.71,Very Good,2104,5.7,5.76,3.57
694,1.32,Premium,5588,7.01,6.95,4.28
695,0.85,Premium,2295,6.12,6.08,3.71
696,1.01,Good,4912,6.34,6.37,4.01
697,0.31,Ideal,853,4.36,4.4,2.7
698,0.9,Premium,3175,6.23,6.19,3.87
699,1.02,Good,4414,6.26,6.2,4
700,0.38,ideal,602,4.7,,2.89
701,1,Ideal,4704,6.38,6.33,3.97
702,1.11,Fair,4873,6.42,6.39,4.14
703,0.42,Good,700,4.77,4.79,3.02
704,0.93,Very Good,4325,6.32,6.37,3.84
705,0.78,Premium,3494,5.86,5.79,3.66
706,0.52,Ideal,1624,5.19,5.16,3.21
707,0.5,Good,1395,4.99,5.03,3.17
708,0.3,Ideal,473,4.33,4.37,2.64
709,0.38,Ideal,695,4.71,4.76,2.87
710,0.7,Ideal,2270,5.73,5.78,3.52
711,0.55,Ideal,1916,5.26,5.3,3.25
712,0.32,Premium,936,4.41,4.37,2.7
713,0.41,Ideal,876,4.8,4.81,2.97
714,0.52,Very Good,1262,5.16,5.19,3.18
715,0.31,Good,544,4.31,4.35,2.74
716,1.01,Very Good,4260,6.45,6.5,3.94
717,0.31,Ideal,571,4.38,4.41,2.7
718,0.33,Premium,928,4.46,4.43,2.71
719,0.32,Ideal,702,4.35,4.4,2.71
720,0.31,Good,826,4.4,4.42,2.6
721,0.55,Ideal,1263,5.26,5.22,3.27
722,1.04,Very Good,5662,6.56,6.59,3.92
723,0.3,Ideal,863,4.34,4.36,2.65
724,1.38,Ideal,5969,,7.16,4.45
725,0.34,Very Good,626,4.5,4.53,2.7
726,1.2,Very Good,8454,6.75,6.8,4.26
727,0.34,Premium,689,4.61,4.55,2.7
728,0.57,Ideal,1432,5.32,5.27,3.32
729,1.06,Ideal,3321,6.62,6.56,4.02
730,1.59,Ideal,7155,7.51,7.44,4.64
731,1.03,Premium,6183,6.44,6.42,4.02
732,0.84,Good,3370,5.89,5.94,3.76
733,2.1,Very Good,18480,8.12,8.19,5.13
734,0.7,Premium,2319,5.73,5.71,3.55
735,1.01,Fair,3991,6.21,6.13,4.12
736,1.28,Premium,6595,6.93,6.87,4.28
737,1.01,Ideal,4276,6.38,6.31,3.95
738,0.41,Premium,827,4.75,4.79,2.93
739,1.7,Premium,8663,7.79,7.75,4.55
740,0.28,Ideal,642,4.2,4.24,2.59
741,1.15,Ideal,10316,6.76,6.82,4.15
742,0.53,Ideal,1920,,5.23,3.23
743,0.39,Ideal,1100,4.67,4.7,2.91
744,0.5,IDEAL,1127,5.13,5.15,3.13
745,0.33,Premium,450,4.53,,2.69
746,1.01,Good,5646,6.33,6.36,4.06
747,0.3,,545,4.28,4.32,2.67
748,1.01,Very Good,6997,6.39,6.45,3.99
749,0.74,Premium,2398,5.77,5.75,3.63
750,0.41,Ideal,1367,4.77,4.79,2.93
751,0.24,IDEAL,552,3.97,4.02,2.47
752,0.53,Very Good,1370,5.22,5.24,3.23
753,0.92,Good,4086,6.14,6.09,3.89
754,0.53,Ideal,2030,5.16,6.2,3.25
755,0.64,Ideal,2766,5.53,5.56,3.43
756,0.71,Very Good,2333,5.67,5.7,3.52
757,1.56,Premium,14139,7.49,7.53,4.57
758,0.7,Good,2405,5.69,5.71,3.46
759,1.27,Premium,4660,7.04,7,4.24
760,2,Good,15851,8.1,8.03,4.74
761,2.14,Premium,17673,8.38,8.32,5.04
762,,Ideal,462,4.35,4.38,2.72
763,,ideal,1689,5.12,5.15,3.22
764,0.35,Ideal,923,4.55,4.58,2.79
765,1.6,Premium,8630,7.59,7.51,4.59
766,1.27,Ideal,6858,7.02,7.05,4.23
767,0.7,Premium,2777,5.73,5.68,3.49
768,,Good,10184,7.92,7.88,5.06
769,0.27,Very Good,620,4.18,4.21,2.6
770,0.92,Very Good,3713,6.18,6.22,3.87
771,0.56,Ideal,2622,5.26,5.3,0
772,0.3,premium,526,4.28,4.3,2.68
773,1.01,Ideal,4239,6.49,6.55,3.95
774,0.51,Ideal,1573,5.11,5.14,3.16
775,0.34,Premium,689,4.51,4.48,2.74
776,1.11,Premium,4177,6.66,6.61,4.09
777,0.51,Premium,1546,5.11,5.09,3.18
778,0.53,Very Good,1268,5.15,5.18,3.25
779,0.38,GOOD,967,4.57,4.62,2.91
780,0.7,,3309,5.69,5.72,3.5
781,,Premium,,,,4.94
782,1.23,Good,5834,6.76,6.85,4.33
783,2.01,,10401,8.18,8.14,4.78
784,1.08,Premium,4717,6.62,6.58,4.04
785,1.01,Premium,4559,6.48,6.52,3.89
786,1.52,Ideal,11154,7.36,7.32,4.57
787,0.7,Ideal,3167,5.68,5.71,3.54
788,0.41,Ideal,683,4.79,4.83,2.96
789,0.42,Premium,1235,4.87,4.84,2.95
790,0.3,,568,4.25,4.29,2.69
791,0.31,Very Good,625,4.35,,2.6
792,0.31,Good,544,4.32,4.33,2.74
793,0.71,Ideal,2024,5.75,5.7,3.54
794,0.8,Very Good,2862,5.9,5.92,3.7
795,1.21,VERY GOOD,6189,6.75,6.8,4.26
796,0.52,Very Good,1767,5.21,5.26,3.12
797,1.02,Ideal,4685,6.47,6.49,3.97
798,0.72,Very Good,2578,5.75,5.77,3.57
799,0.31,Good,462,4.27,,2.71
800,0.37,Very Good,649,4.55,4.59,2.87
801,0.32,Premium,576,4.44,4.39,2.7
802,1.15,IDEAL,5125,6.77,6.83,4.13
803,0.32,Good,432,4.36,4.39,2.76
804,,Ideal,1429,5.18,5.22,3.18
805,1.01,Premium,3897,6.47,6.41,3.86
806,0.46,Ideal,1018,4.97,4.93,3.06
807,1.7,Ideal,18279,7.62,7.67,4.66
808,0.92,Premium,2698,6.18,6.13,3.88
809,1.27,Ideal,6396,6.86,6.89,4.32
810,0.32,Good,612,4.34,4.33,2.76
811,0.31,Very Good,680,4.31,4.34,2.67
812,0.91,Ideal,3772,6.13,6.18,3.85
813,2.25,premium,15397,8.52,8.42,0
814,0.54,Good,1154,5.15,5.22,3.28
815,0.51,Ideal,1974,5.18,,3.16
816,2.01,Good,15371,7.94,8.01,4.96
817,0.9,very good,4643,6.07,6.15,3.85
818,1.07,Ideal,4686,6.59,6.55,4.04
819,0.46,Very Good,1345,5.05,5.1,2.99
820,1.35,Premium,10962,7.06,7.02,4.36
821,0.3,Premium,658,4.29,4.33,2.67
822,0.7,Very Good,2396,5.72,5.65,3.39
823,1.5,Ideal,14067,7.25,7.32,4.54
824,1,Premium,4295,,6.41,3.91
825,0.7,Very Good,,5.65,5.69,3.56
826,1.65,Premium,9693,7.7,7.65,4.64
827,0.27,,500,4.15,4.18,2.59
828,0.33,Very Good,572,4.38,4.36,2.76
829,0.32,premium,720,4.41,4.37,2.72
830,0.25,Ideal,438,4.01,4.07,2.53
831,1.27,Ideal,8256,6.92,6.96,4.31
832,0.92,Premium,4350,6.21,6.27,3.89
833,0.72,Very Good,2832,5.71,,3.58
834,0.5,Very Good,1755,5.02,5.08,3.16
835,0.7,Very Good,4244,,5.71,3.57
836,0.3,Ideal,956,4.35,4.31,2.69
837,0.33,Premium,723,4.42,4.46,2.73
838,1.14,Ideal,11206,6.68,6.73,4.13
839,0.36,Very Good,753,4.57,a,2.84
840,0.76,Ideal,3050,5.82,5.9,3.6
841,0.53,VERY GOOD,2175,5.2,5.22,3.2
842,0.41,Ideal,1061,4.76,4.73,2.96
843,1.22,Ideal,9203,6.87,6.92,4.23
844,0.7,,2352,5.71,5.68,3.53
845,0.33,Very Good,579,4.41,4.44,2.75
846,1.06,Ideal,5748,6.53,6.58,4.04
847,0.3,Ideal,507,4.29,4.32,2.66
848,0.57,IDEAL,1914,5.28,5.31,3.31
849,0.3,Premium,552,4.28,4.31,2.67
850,1.06,Very Good,6217,6.68,6.63,3.95
851,1.14,Ideal,5392,6.7,6.73,4.13
852,1.11,Ideal,8400,6.62,6.65,4.09
853,,Ideal,469,4.62,4.66,2.85
854,0.7,Ideal,2294,5.65,5.7,3.55
855,1.74,Good,8731,7.82,7.71,4.67
856,,Ideal,16560,8.07,8.09,4.99
857,0.73,Very Good,2473,5.83,5.9,3.5
858,0.41,Ideal,1276,4.76,4.77,2.96
859,1.22,Ideal,5261,6.87,6.83,4.24
860,0.4,Premium,,4.76,4.81,2.91
861,0.9,Ideal,2634,6.2,6.13,3.81
862,0.79,Ideal,4180,5.93,5.96,3.68
863,1.51,Good,8313,7.22,7.26,4.61
864,0.3,Ideal,949,4.27,4.3,2.65
865,0.36,Premium,852,4.59,4.62,2.81
866,0.53,Ideal,1813,5.3,5.24,3.16
867,0.7,Very Good,2882,5.62,5.65,3.54
868,1.01,Good,4466,6.32,6.22,4.02
869,0.75,Ideal,2726,5.85,5.89,3.54
870,1.96,Fair,5554,7.59,7.56,5.04
871,0.4,Premium,877,4.74,4.79,2.9
872,0.56,Ideal,1662,,,3.26
873,0.7,Very Good,2155,5.73,5.8,3.49
874,1.19,Ideal,6275,6.77,6.81,4.2
875,2.14,Very Good,16914,8.41,8.48,5.04
876,1.03,Premium,4384,6.61,6.53,3.99
877,0.32,Ideal,720,4.41,4.37,2.75
878,0.5,Ideal,1628,5.13,5.16,3.18
879,0.76,Ideal,2474,5.81,5.87,3.64
880,0.33,Very Good,463,4.41,4.42,2.78
881,1.7,Premium,13298,7.6,7.54,4.72
882,0.9,Very Good,3388,6.12,6.16,3.87
883,0.3,Good,394,4.23,4.25,2.69
884,1.27,Ideal,5308,6.9,6.95,4.3
885,1.06,Premium,4571,6.6,6.54,4.04
886,0.33,Ideal,901,4.45,4.43,2.78
887,0.27,Ideal,627,4.17,4.2,2.56
888,0.56,Ideal,1915,5.3,5.33,3.28
889,0.32,Ideal,599,4.4,4.43,2.73
890,0.71,Ideal,3252,5.71,5.76,3.56
891,0.56,Ideal,1855,5.33,5.36,3.25
892,0.33,Premium,594,4.53,4.48,2.69
893,0.71,Very Good,2201,5.65,5.67,3.55
894,,Good,3669,6,6.06,3.93
895,0.9,Very Good,3880,6.18,6.25,3.83
896,0.37,Ideal,876,4.64,4.67,2.86
897,0.91,Premium,5101,6.32,6.25,3.81
898,1.31,Ideal,8583,7.06,7,4.32
899,0.52,Ideal,1815,5.16,5.14,3.23
900,0.7,Ideal,2298,5.67,5.72,3.52
901,0.74,Very Good,2617,5.8,5.76,3.65
902,1,Good,4851,6.27,6.31,4
903,0.3,Ideal,710,4.3,4.35,0
904,0.31,Very Good,680,4.29,4.33,2.71
905,0.31,Ideal,544,4.3,4.37,2.69
906,0.4,Premium,900,4.71,,2.94
907,0.71,Ideal,3007,5.73,5.76,3.54
908,,Ideal,628,4.36,4.38,2.71
909,0.73,Premium,2770,5.87,5.82,3.55
910,1.5,Premium,10087,7.28,7.23,4.55
911,0.64,Good,1140,,5.69,3.28
912,2.47,Premium,14970,8.65,8.6,5.39
913,1.6,Premium,10064,7.54,7.49,4.65
914,0.45,Ideal,1027,4.99,4.97,3.02
915,0.91,Very Good,4141,6.2,6.22,3.85
916,1.01,Very Good,4821,6.46,6.5,3.83
917,1.7,Premium,10910,7.61,7.56,4.73
918,1.02,Very Good,,6.48,6.57,3.95
919,,Ideal,828,4.41,4.4,2.72
920,0.44,Premium,1238,4.91,4.88,2.97
921,0.71,Ideal,2416,5.71,5.75,3.53
922,1.01,Very Good,5305,6.3,6.38,4.06
923,0.82,Fair,2358,,5.81,3.8
924,0.32,Ideal,841,4.42,4.44,2.76
925,1.01,Premium,3083,6.47,6.43,3.83
926,0.5,Ideal,1415,5.13,5.09,3.15
927,,Premium,2065,5.5,5.47,3.37
928,1.27,Premium,5547,6.93,6.85,4.29
929,0.52,Ideal,1374,5.17,5.19,3.19
930,0.43,Ideal,868,4.88,4.91,2.99
931,2,Good,17930,8.14,8.18,4.82
932,0.32,premium,702,4.44,4.48,2.7
933,0.5,GOOD,1436,,5.06,3.19
934,1.06,Very Good,7132,6.52,6.56,4.04
935,0.72,Premium,2492,,5.82,3.51
936,2.01,Good,15618,8.22,8.18,4.99
937,0.7,Very Good,3173,5.55,5.66,3.58
938,0.33,Ideal,810,4.44,4.49,2.74
939,1.21,Very Good,7906,6.96,7.03,4.16
940,0.65,Ideal,1276,5.58,5.62,3.44
941,0.9,Premium,3992,6.16,6.13,3.86
942,0.98,Ideal,3873,6.35,6.39,3.99
943,0.58,Ideal,2088,5.38,5.32,3.32
944,0.3,Premium,911,4.26,4.23,2.67
945,0.32,Premium,612,4.35,⠃⠗⠊⠇,2.71
946,0.4,Very Good,526,,4.79,2.93
947,nan,Premium,4805,6.4,6.3,3.99
948,0.78,Very Good,2307,5.88,5.95,3.63
949,0.41,Good,947,4.72,,3
950,0.5,Premium,1624,5.07,,3.13
951,1.25,Ideal,6608,7.03,7,4.24
952,1.01,Premium,4191,6.54,,3.78
953,0.73,Very Good,3856,5.72,5.75,3.57
954,0.5,Premium,770,5.15,5.07,3.1
955,1.24,Ideal,8299,6.85,6.88,4.26
956,1.04,Premium,4601,6.6,6.57,4
957,0.54,Premium,1715,5.22,5.18,3.24
958,,Ideal,8574,6.92,6.96,4.27
959,0.33,Ideal,534,4.43,4.45,2.76
960,1.16,Premium,5016,6.69,6.65,4.16
961,0.32,Good,612,4.33,4.31,2.76
962,0.73,Very Good,3442,5.72,5.84,3.58
963,0.5,Very Good,1629,,5.03,3.21
964,0.72,Good,1609,5.64,5.58,3.58
965,0.55,Premium,1746,5.27,5.23,3.28
966,0.42,Ideal,838,4.85,4.83,2.98
967,0.9,Very Good,2686,6.13,6.1,3.87
968,0.9,Fair,3104,6.35,6.42,3.57
969,1.12,Ideal,4990,6.74,6.7,4.12
970,0.93,Premium,2807,6.21,,3.84
971,1.07,Very Good,4949,6.49,6.45,4.08
972,1.27,Premium,13320,,6.93,4.35
973,0.41,Ideal,1115,4.76,4.81,2.94
974,1.54,Fair,10954,7.22,7.18,4.74
975,0.4,Premium,842,4.68,4.72,2.94
976,0.55,Ideal,2064,5.27,5.31,3.22
977,0.3,Premium,776,4.22,,2.64
978,0.31,Ideal,1168,4.37,4.42,2.7
979,1,PREMIUM,5152,6.51,6.45,3.92
980,1.03,Ideal,4434,6.45,6.41,4
981,0.3,Premium,1013,4.29,4.27,2.68
982,,,917,,,
983,0.3,Good,552,4.22,4.25,2.68
984,0.38,Good,886,-123,4.87,2.74
985,0.77,Ideal,3300,5.91,5.94,3.66
986,0.24,Ideal,552,4,4.09,2.49
987,2.06,Good,16512,8.12,8.03,5.14
988,0.5,Premium,1583,5.13,5.07,3.11
989,0.34,Ideal,1109,4.56,4.51,2.76
990,0.43,premium,867,4.83,4.86,2.97
991,1.22,Very Good,6962,6.82,6.8,0
992,1.54,Premium,11795,7.61,7.55,4.5
993,0.67,Ideal,1662,,5.65,3.42
994,0.91,Very Good,4437,6.22,6.26,3.77
995,1.2,Very Good,4838,,6.66,4.22
996,0.4,Ideal,1050,4.77,4.75,2.92
997,0.32,,672,4.42,4.39,2.66
998,1.23,Ideal,13034,6.95,7.03,4.19
999,1.41,Very Good,7339,7.36,7.44,4.33
1000,0.31,good,749,4.31,4.26,2.73
1001,0.44,Premium,1040,4.91,4.88,3
1002,0.98,Fair,2777,6.05,5.97,4.08
1003,0.5,Good,1395,4.99,5.03,3.17
1004,0.79,Ideal,4180,5.93,5.96,3.68
1005,1.08,Ideal,5172,6.54,6.61,4.07
1006,0.53,Very Good,1852,5.28,5.39,3.12
1007,1.6,Premium,10064,7.54,7.49,4.65
1008,0.3,Premium,776,4.35,,2.63
1009,0.46,Very Good,1345,5.05,5.1,2.99
